,Race,Gender,Year,JobType
43069,Minority,Women,2007,Unskilled
28743,White,Men,2015,Semi-Skilled
64059,White,Men,2015,Semi-Skilled
3371,White,Men,2007,Skilled
63640,White,Men,2015,Semi-Skilled
71180,White,Men,2015,Unskilled
1677,Minority,Women,2007,Skilled
43054,White,Women,2015,Semi-Skilled
8820,White,Men,2015,Skilled
10632,Minority,Men,2015,Semi-Skilled
6091,White,Men,2007,Skilled
25311,White,Women,2007,Semi-Skilled
27831,White,Women,2007,Semi-Skilled
11875,White,Men,2015,Skilled
74260,White,Men,2007,Unskilled
64176,White,Men,2015,Semi-Skilled
42103,White,Men,2015,Semi-Skilled
18290,White,Men,2015,Skilled
39992,White,Women,2007,Semi-Skilled
8975,Minority,Women,2007,Semi-Skilled
28510,Minority,Men,2015,Semi-Skilled
11421,Minority,Women,2015,Semi-Skilled
6579,Minority,Women,2015,Skilled
19448,White,Men,2015,Skilled
17664,Minority,Men,2015,Semi-Skilled
42516,Minority,Women,2007,Unskilled
39739,White,Women,2007,Semi-Skilled
47579,Minority,Men,2015,Unskilled
23999,Minority,Men,2015,Unskilled
49075,Minority,Women,2015,Unskilled
38282,White,Women,2007,Semi-Skilled
17874,Minority,Men,2015,Semi-Skilled
19849,Minority,Women,2015,Semi-Skilled
38174,Minority,Men,2015,Unskilled
59429,White,Men,2007,Semi-Skilled
70480,White,Men,2015,Unskilled
55271,White,Women,2015,Unskilled
67551,White,Men,2007,Unskilled
23436,White,Men,2007,Semi-Skilled
31297,White,Women,2015,Semi-Skilled
50218,White,Men,2007,Unskilled
4907,White,Men,2007,Skilled
25454,White,Women,2007,Semi-Skilled
23377,White,Men,2007,Semi-Skilled
40716,White,Women,2007,Semi-Skilled
29361,Minority,Men,2015,Semi-Skilled
23807,White,Men,2007,Semi-Skilled
3130,Minority,Women,2015,Skilled
48899,Minority,Women,2015,Unskilled
51802,White,Women,2007,Unskilled
80363,White,Men,2015,Unskilled
58520,White,Men,2007,Semi-Skilled
42164,White,Men,2015,Semi-Skilled
26103,Minority,Men,2007,Semi-Skilled
11005,Minority,Men,2015,Semi-Skilled
41119,White,Women,2007,Semi-Skilled
78247,White,Women,2007,Unskilled
8681,Minority,Women,2007,Semi-Skilled
51210,Minority,Women,2015,Unskilled
45623,Minority,Men,2015,Unskilled
2852,Minority,Men,2015,Skilled
59530,White,Men,2007,Semi-Skilled
30488,Minority,Men,2015,Semi-Skilled
60808,White,Women,2007,Semi-Skilled
35215,White,Men,2007,Semi-Skilled
14958,White,Men,2007,Skilled
41276,Minority,Men,2007,Unskilled
1258,Minority,Women,2007,Skilled
4947,White,Men,2007,Skilled
35859,Minority,Men,2015,Unskilled
48411,Minority,Men,2015,Unskilled
61541,White,Men,2015,Semi-Skilled
6080,White,Men,2007,Skilled
41171,Minority,Men,2007,Unskilled
71869,White,Women,2015,Unskilled
36747,Minority,Men,2015,Unskilled
29455,Minority,Men,2015,Semi-Skilled
1450,White,Men,2015,Skilled
10250,Minority,Men,2015,Semi-Skilled
37484,Minority,Men,2015,Unskilled
40829,White,Women,2007,Semi-Skilled
61766,White,Men,2015,Semi-Skilled
82717,White,Women,2015,Unskilled
33537,Minority,Men,2007,Unskilled
5772,Minority,Men,2015,Skilled
81807,White,Women,2015,Unskilled
15328,White,Men,2007,Skilled
43403,Minority,Women,2007,Unskilled
15160,Minority,Women,2007,Semi-Skilled
16678,White,Women,2007,Skilled
46965,Minority,Men,2015,Unskilled
26100,White,Women,2007,Semi-Skilled
16253,White,Men,2007,Skilled
21351,Minority,Men,2007,Unskilled
24793,Minority,Men,2007,Semi-Skilled
1172,White,Women,2007,Skilled
31587,Minority,Women,2015,Semi-Skilled
1613,White,Men,2015,Skilled
51890,Minority,Women,2015,Unskilled
56389,White,Men,2007,Semi-Skilled
40653,White,Women,2007,Semi-Skilled
23732,Minority,Men,2015,Unskilled
39267,White,Women,2007,Semi-Skilled
48221,Minority,Men,2015,Unskilled
69762,White,Men,2015,Unskilled
17325,Minority,Men,2015,Semi-Skilled
48628,White,Men,2007,Unskilled
14374,White,Women,2015,Skilled
72645,White,Men,2007,Unskilled
23053,Minority,Men,2015,Unskilled
49035,Minority,Women,2015,Unskilled
3529,White,Men,2007,Skilled
81653,White,Women,2015,Unskilled
41471,White,Men,2015,Semi-Skilled
40603,Minority,Men,2007,Unskilled
47725,Minority,Men,2015,Unskilled
28664,White,Men,2015,Semi-Skilled
39316,White,Women,2007,Semi-Skilled
42884,Minority,Women,2007,Unskilled
5638,White,Men,2007,Skilled
47104,Minority,Men,2015,Unskilled
41806,White,Men,2015,Semi-Skilled
3886,White,Men,2007,Skilled
30586,Minority,Men,2015,Semi-Skilled
32010,White,Women,2015,Semi-Skilled
75170,White,Women,2007,Unskilled
35992,Minority,Men,2015,Unskilled
38934,White,Women,2007,Semi-Skilled
84343,White,Women,2015,Unskilled
39947,Minority,Men,2007,Unskilled
50134,White,Men,2007,Unskilled
55403,White,Men,2007,Semi-Skilled
21907,Minority,Men,2007,Unskilled
2680,Minority,Men,2015,Skilled
39426,Minority,Women,2015,Unskilled
60111,White,Women,2007,Semi-Skilled
43040,White,Women,2015,Semi-Skilled
52599,Minority,Women,2015,Unskilled
64208,White,Men,2015,Semi-Skilled
66666,White,Men,2007,Unskilled
71470,White,Women,2015,Unskilled
59082,White,Men,2007,Semi-Skilled
43958,Minority,Women,2007,Unskilled
33748,White,Women,2015,Semi-Skilled
1862,Minority,Men,2015,Skilled
31794,Minority,Women,2015,Semi-Skilled
77048,White,Women,2007,Unskilled
25266,Minority,Men,2007,Semi-Skilled
9177,White,Men,2015,Skilled
43729,Minority,Women,2007,Unskilled
70961,White,Men,2015,Unskilled
30139,White,Men,2015,Semi-Skilled
35562,White,Women,2007,Semi-Skilled
14540,White,Women,2015,Skilled
24122,White,Men,2007,Semi-Skilled
22213,Minority,Men,2007,Unskilled
19870,Minority,Women,2015,Semi-Skilled
23185,White,Men,2007,Semi-Skilled
62815,White,Men,2015,Semi-Skilled
30092,White,Men,2015,Semi-Skilled
7742,White,Women,2007,Skilled
1702,White,Men,2015,Skilled
43134,Minority,Women,2007,Unskilled
20256,Minority,Women,2015,Semi-Skilled
50214,Minority,Women,2015,Unskilled
66098,White,Men,2007,Unskilled
26719,Minority,Men,2007,Semi-Skilled
50832,White,Men,2007,Unskilled
74186,White,Men,2007,Unskilled
63206,White,Men,2015,Semi-Skilled
29096,Minority,Men,2015,Semi-Skilled
20464,Minority,Women,2015,Semi-Skilled
38107,White,Women,2007,Semi-Skilled
5889,White,Men,2007,Skilled
50366,Minority,Women,2015,Unskilled
4534,White,Men,2007,Skilled
47962,White,Women,2015,Semi-Skilled
50659,Minority,Women,2015,Unskilled
40852,Minority,Men,2007,Unskilled
23780,Minority,Men,2015,Unskilled
2138,Minority,Men,2015,Skilled
1956,White,Men,2015,Skilled
64877,White,Men,2015,Semi-Skilled
1783,Minority,Women,2007,Skilled
4137,White,Men,2007,Skilled
1755,White,Men,2015,Skilled
21592,White,Men,2007,Semi-Skilled
43167,White,Women,2015,Semi-Skilled
32232,Minority,Men,2007,Unskilled
2515,Minority,Men,2015,Skilled
29872,White,Men,2015,Semi-Skilled
79997,White,Men,2015,Unskilled
31264,Minority,Women,2015,Semi-Skilled
42295,Minority,Women,2007,Unskilled
48813,White,Men,2007,Unskilled
75771,White,Women,2007,Unskilled
47302,Minority,Men,2015,Unskilled
11632,White,Men,2015,Skilled
3107,White,Men,2007,Skilled
4253,Minority,Men,2007,Skilled
79676,White,Men,2015,Unskilled
73768,White,Men,2007,Unskilled
13971,Minority,Men,2007,Semi-Skilled
79592,White,Men,2015,Unskilled
20353,White,Women,2015,Skilled
42089,Minority,Men,2007,Unskilled
40699,Minority,Men,2007,Unskilled
22704,Minority,Women,2007,Unskilled
19956,Minority,Women,2015,Semi-Skilled
71494,White,Women,2015,Unskilled
38031,White,Women,2007,Semi-Skilled
38178,White,Women,2007,Semi-Skilled
3104,Minority,Women,2015,Skilled
11593,White,Men,2015,Skilled
28534,White,Men,2015,Semi-Skilled
59510,White,Men,2007,Semi-Skilled
37509,Minority,Men,2015,Unskilled
40691,Minority,Men,2007,Unskilled
46168,White,Women,2015,Semi-Skilled
33354,Minority,Men,2007,Unskilled
4584,White,Men,2007,Skilled
66683,White,Men,2007,Unskilled
7803,White,Women,2007,Skilled
17663,Minority,Men,2015,Semi-Skilled
4343,Minority,Men,2007,Skilled
21306,Minority,Men,2007,Unskilled
65680,White,Women,2015,Semi-Skilled
36363,White,Women,2007,Semi-Skilled
17332,White,Women,2007,Skilled
51722,White,Women,2007,Unskilled
5285,Minority,Men,2015,Skilled
23887,White,Men,2007,Semi-Skilled
3949,Minority,Men,2007,Skilled
43930,Minority,Women,2007,Unskilled
55496,White,Men,2007,Semi-Skilled
51920,Minority,Women,2015,Unskilled
4999,Minority,Women,2007,Skilled
80611,White,Men,2015,Unskilled
33903,Minority,Men,2007,Unskilled
70997,White,Men,2015,Unskilled
8914,White,Men,2015,Skilled
83615,White,Women,2015,Unskilled
7963,Minority,Women,2007,Semi-Skilled
2736,Minority,Men,2015,Skilled
50361,Minority,Women,2015,Unskilled
80972,White,Women,2015,Unskilled
28660,Minority,Men,2015,Semi-Skilled
24234,White,Men,2007,Semi-Skilled
59866,White,Women,2007,Semi-Skilled
20431,Minority,Women,2015,Semi-Skilled
18741,Minority,Women,2015,Semi-Skilled
28690,Minority,Men,2015,Semi-Skilled
12764,Minority,Women,2015,Semi-Skilled
28186,Minority,Men,2015,Semi-Skilled
59867,White,Women,2007,Semi-Skilled
5038,White,Men,2007,Skilled
81004,White,Women,2015,Unskilled
60182,White,Women,2007,Semi-Skilled
18812,Minority,Women,2015,Semi-Skilled
43307,White,Women,2015,Semi-Skilled
3995,Minority,Men,2007,Skilled
46628,Minority,Men,2015,Unskilled
64681,White,Men,2015,Semi-Skilled
35739,White,Women,2007,Semi-Skilled
30912,Minority,Women,2015,Semi-Skilled
31544,White,Women,2015,Semi-Skilled
20109,White,Women,2015,Skilled
18309,White,Men,2015,Skilled
27043,Minority,Women,2007,Semi-Skilled
32207,Minority,Men,2007,Unskilled
80928,White,Women,2015,Unskilled
44970,White,Women,2015,Semi-Skilled
43391,Minority,Women,2007,Unskilled
610,Minority,Men,2007,Skilled
61245,White,Men,2015,Semi-Skilled
18319,White,Men,2015,Skilled
4153,Minority,Men,2007,Skilled
41928,White,Men,2015,Semi-Skilled
14386,White,Women,2015,Skilled
32930,White,Women,2015,Semi-Skilled
18963,Minority,Women,2015,Semi-Skilled
61211,White,Men,2015,Semi-Skilled
51175,White,Men,2007,Unskilled
82269,White,Women,2015,Unskilled
42970,Minority,Women,2007,Unskilled
26801,Minority,Men,2007,Semi-Skilled
541,White,Men,2007,Skilled
66046,White,Women,2015,Semi-Skilled
24471,White,Women,2007,Semi-Skilled
36471,White,Women,2007,Semi-Skilled
29676,White,Men,2015,Semi-Skilled
68552,White,Women,2007,Unskilled
36886,White,Women,2007,Semi-Skilled
84182,White,Women,2015,Unskilled
12492,Minority,Women,2015,Semi-Skilled
1646,White,Men,2015,Skilled
21512,Minority,Men,2007,Unskilled
12491,Minority,Women,2015,Semi-Skilled
61684,White,Men,2015,Semi-Skilled
64683,White,Men,2015,Semi-Skilled
50869,White,Men,2007,Unskilled
8227,White,Women,2007,Skilled
4087,White,Men,2007,Skilled
31864,Minority,Women,2015,Semi-Skilled
48669,White,Men,2007,Unskilled
46989,White,Women,2015,Semi-Skilled
4836,Minority,Women,2007,Skilled
7474,White,Women,2007,Skilled
35241,White,Men,2007,Semi-Skilled
54020,White,Men,2015,Unskilled
307,White,Men,2007,Skilled
1669,Minority,Women,2007,Skilled
6843,White,Women,2007,Skilled
10973,White,Men,2015,Skilled
7769,Minority,Men,2007,Semi-Skilled
45625,White,Women,2015,Semi-Skilled
5932,Minority,Women,2015,Skilled
51512,White,Men,2007,Unskilled
62660,White,Men,2015,Semi-Skilled
79743,White,Men,2015,Unskilled
41990,White,Men,2015,Semi-Skilled
750,White,Men,2007,Skilled
17535,Minority,Men,2015,Semi-Skilled
44216,White,Women,2015,Semi-Skilled
52614,White,Men,2015,Unskilled
44607,Minority,Women,2007,Unskilled
57605,White,Men,2007,Semi-Skilled
25784,Minority,Men,2007,Semi-Skilled
9264,White,Men,2015,Skilled
81504,White,Women,2015,Unskilled
64473,White,Men,2015,Semi-Skilled
13600,White,Women,2015,Skilled
51572,White,Men,2007,Unskilled
29185,White,Men,2015,Semi-Skilled
59300,White,Men,2007,Semi-Skilled
33900,Minority,Men,2007,Unskilled
35619,Minority,Women,2007,Unskilled
60608,White,Women,2007,Semi-Skilled
25543,White,Women,2007,Semi-Skilled
4320,White,Men,2007,Skilled
23146,Minority,Men,2015,Unskilled
46490,White,Women,2015,Semi-Skilled
27756,White,Women,2007,Semi-Skilled
73634,White,Men,2007,Unskilled
11030,White,Men,2015,Skilled
78080,White,Women,2007,Unskilled
22219,White,Men,2007,Semi-Skilled
33267,White,Women,2015,Semi-Skilled
80179,White,Men,2015,Unskilled
16318,White,Men,2007,Skilled
78625,White,Men,2015,Unskilled
44746,White,Women,2015,Semi-Skilled
64905,White,Men,2015,Semi-Skilled
51273,White,Men,2007,Unskilled
60350,White,Women,2007,Semi-Skilled
32606,Minority,Men,2007,Unskilled
70539,White,Men,2015,Unskilled
37884,Minority,Men,2015,Unskilled
70967,White,Men,2015,Unskilled
49015,White,Men,2007,Unskilled
10921,White,Men,2015,Skilled
44521,Minority,Women,2007,Unskilled
31442,White,Women,2015,Semi-Skilled
52216,White,Men,2015,Unskilled
26230,White,Women,2007,Semi-Skilled
2961,Minority,Women,2015,Skilled
43440,Minority,Women,2007,Unskilled
7317,Minority,Men,2007,Semi-Skilled
6507,Minority,Women,2015,Skilled
15409,White,Men,2007,Skilled
81759,White,Women,2015,Unskilled
28468,Minority,Men,2015,Semi-Skilled
50717,Minority,Women,2015,Unskilled
15084,White,Men,2007,Skilled
1011,White,Women,2007,Skilled
71402,White,Women,2015,Unskilled
38858,White,Women,2007,Semi-Skilled
81878,White,Women,2015,Unskilled
26571,Minority,Men,2007,Semi-Skilled
21105,Minority,Women,2015,Semi-Skilled
20938,White,Women,2015,Skilled
1274,White,Women,2007,Skilled
44793,White,Women,2015,Semi-Skilled
62474,White,Men,2015,Semi-Skilled
23448,White,Men,2007,Semi-Skilled
58419,White,Men,2007,Semi-Skilled
45836,Minority,Men,2015,Unskilled
27280,White,Women,2007,Semi-Skilled
70474,White,Men,2015,Unskilled
50827,Minority,Women,2015,Unskilled
40471,White,Women,2007,Semi-Skilled
18717,Minority,Women,2015,Semi-Skilled
60380,White,Women,2007,Semi-Skilled
51994,White,Men,2015,Unskilled
40655,White,Women,2007,Semi-Skilled
8471,White,Men,2015,Skilled
52857,White,Men,2015,Unskilled
35424,Minority,Women,2007,Unskilled
20480,White,Women,2015,Skilled
42713,White,Men,2015,Semi-Skilled
79177,White,Men,2015,Unskilled
72012,White,Women,2015,Unskilled
11880,White,Men,2015,Skilled
57749,White,Men,2007,Semi-Skilled
15648,White,Men,2007,Skilled
5656,White,Men,2007,Skilled
43260,Minority,Women,2007,Unskilled
73856,White,Men,2007,Unskilled
67190,White,Men,2007,Unskilled
38552,White,Women,2007,Semi-Skilled
9815,Minority,Men,2015,Semi-Skilled
17267,White,Women,2007,Skilled
8635,Minority,Women,2007,Semi-Skilled
33331,Minority,Men,2007,Unskilled
3543,Minority,Women,2015,Skilled
39748,Minority,Men,2007,Unskilled
37808,Minority,Men,2015,Unskilled
69688,White,Men,2015,Unskilled
3118,White,Men,2007,Skilled
60528,White,Women,2007,Semi-Skilled
11907,Minority,Women,2015,Semi-Skilled
10175,Minority,Men,2015,Semi-Skilled
11854,Minority,Women,2015,Semi-Skilled
70688,White,Men,2015,Unskilled
8003,Minority,Women,2007,Semi-Skilled
31648,White,Women,2015,Semi-Skilled
52375,White,Men,2015,Unskilled
27629,Minority,Women,2007,Semi-Skilled
48074,Minority,Men,2015,Unskilled
48393,White,Men,2007,Unskilled
57325,White,Men,2007,Semi-Skilled
1600,White,Men,2015,Skilled
49351,White,Men,2007,Unskilled
23330,White,Men,2007,Semi-Skilled
74859,White,Women,2007,Unskilled
37939,Minority,Men,2015,Unskilled
6450,Minority,Women,2015,Skilled
51434,White,Men,2007,Unskilled
20955,Minority,Women,2015,Semi-Skilled
47361,Minority,Men,2015,Unskilled
63718,White,Men,2015,Semi-Skilled
9905,White,Men,2015,Skilled
628,White,Men,2007,Skilled
49206,White,Men,2007,Unskilled
67410,White,Men,2007,Unskilled
58123,White,Men,2007,Semi-Skilled
70537,White,Men,2015,Unskilled
48040,Minority,Men,2015,Unskilled
60053,White,Women,2007,Semi-Skilled
3319,Minority,Women,2015,Skilled
46234,Minority,Men,2015,Unskilled
34035,White,Men,2007,Semi-Skilled
34767,Minority,Women,2007,Unskilled
27032,White,Women,2007,Semi-Skilled
38492,White,Women,2007,Semi-Skilled
43864,Minority,Women,2007,Unskilled
24363,Minority,Men,2007,Semi-Skilled
10867,Minority,Men,2015,Semi-Skilled
16120,White,Men,2007,Skilled
30454,White,Men,2015,Semi-Skilled
69975,White,Men,2015,Unskilled
5733,White,Men,2007,Skilled
82479,White,Women,2015,Unskilled
41923,Minority,Men,2007,Unskilled
23746,White,Men,2007,Semi-Skilled
11862,Minority,Women,2015,Semi-Skilled
35032,Minority,Women,2007,Unskilled
82946,White,Women,2015,Unskilled
27903,Minority,Women,2007,Semi-Skilled
36784,White,Women,2007,Semi-Skilled
3532,White,Men,2007,Skilled
664,Minority,Men,2007,Skilled
41917,Minority,Men,2007,Unskilled
78291,White,Men,2015,Unskilled
32156,White,Women,2015,Semi-Skilled
63235,White,Men,2015,Semi-Skilled
10561,White,Men,2015,Skilled
42506,Minority,Women,2007,Unskilled
6405,Minority,Women,2015,Skilled
32011,White,Women,2015,Semi-Skilled
59209,White,Men,2007,Semi-Skilled
67171,White,Men,2007,Unskilled
36983,White,Women,2007,Semi-Skilled
31515,White,Women,2015,Semi-Skilled
67714,White,Men,2007,Unskilled
68128,White,Men,2007,Unskilled
20520,White,Women,2015,Skilled
28158,Minority,Men,2015,Semi-Skilled
22545,White,Men,2007,Semi-Skilled
18724,White,Men,2015,Skilled
3697,White,Men,2007,Skilled
26091,White,Women,2007,Semi-Skilled
34438,White,Men,2007,Semi-Skilled
5538,Minority,Men,2015,Skilled
71803,White,Women,2015,Unskilled
49810,White,Men,2007,Unskilled
51908,Minority,Women,2015,Unskilled
75761,White,Women,2007,Unskilled
35421,White,Women,2007,Semi-Skilled
30838,Minority,Men,2015,Semi-Skilled
11193,Minority,Women,2015,Semi-Skilled
70974,White,Men,2015,Unskilled
76310,White,Women,2007,Unskilled
42242,Minority,Women,2007,Unskilled
3041,White,Men,2007,Skilled
5684,White,Men,2007,Skilled
37180,White,Women,2007,Semi-Skilled
78179,White,Women,2007,Unskilled
48283,Minority,Men,2015,Unskilled
57389,White,Men,2007,Semi-Skilled
27596,White,Women,2007,Semi-Skilled
48160,White,Men,2007,Unskilled
54862,White,Men,2015,Unskilled
32907,White,Women,2015,Semi-Skilled
7281,Minority,Men,2007,Semi-Skilled
26956,White,Women,2007,Semi-Skilled
1664,White,Men,2015,Skilled
36542,White,Women,2007,Semi-Skilled
60138,White,Women,2007,Semi-Skilled
67338,White,Men,2007,Unskilled
43243,Minority,Women,2007,Unskilled
49764,Minority,Women,2015,Unskilled
66201,White,Men,2007,Unskilled
73610,White,Men,2007,Unskilled
75909,White,Women,2007,Unskilled
39645,Minority,Men,2007,Unskilled
48034,White,Men,2007,Unskilled
44779,Minority,Women,2007,Unskilled
56319,White,Men,2007,Semi-Skilled
52721,White,Men,2015,Unskilled
42673,White,Men,2015,Semi-Skilled
35232,Minority,Women,2007,Unskilled
39969,White,Women,2007,Semi-Skilled
36100,Minority,Men,2015,Unskilled
66576,White,Men,2007,Unskilled
56027,White,Men,2007,Semi-Skilled
29758,Minority,Men,2015,Semi-Skilled
41820,White,Men,2015,Semi-Skilled
48147,White,Men,2007,Unskilled
8705,White,Men,2015,Skilled
46421,Minority,Men,2015,Unskilled
3038,Minority,Women,2015,Skilled
10364,Minority,Men,2015,Semi-Skilled
36940,Minority,Men,2015,Unskilled
10499,White,Men,2015,Skilled
7415,Minority,Men,2007,Semi-Skilled
50751,Minority,Women,2015,Unskilled
54841,White,Men,2015,Unskilled
1003,Minority,Men,2007,Skilled
52525,White,Men,2015,Unskilled
4410,White,Men,2007,Skilled
27295,White,Women,2007,Semi-Skilled
10011,White,Men,2015,Skilled
43604,White,Women,2015,Semi-Skilled
10423,Minority,Men,2015,Semi-Skilled
60334,White,Women,2007,Semi-Skilled
